0.131435 2.512960e-01 7.745373e-04 1.908938e-02 2.249625e-04
0.139431 2.358813e-01 5.746373e-04 1.670217e-02 7.488744e-05
0.147926 2.225399e-01 7.995248e-04 1.706515e-02 2.997749e-04
0.156422 2.117124e-01 5.246623e-04 1.568055e-02 4.748374e-04
0.165917 1.987246e-01 5.996248e-04 1.411223e-02 9.987494e-05
0.175912 1.877277e-01 5.996248e-04 1.460743e-02 9.987494e-05
0.185907 1.785302e-01 5.996248e-04 1.256687e-02 3.998749e-04
0.197402 1.674652e-01 8.744872e-04 1.209488e-02 1.250125e-04
0.208896 1.584506e-01 6.495998e-04 1.242615e-02 1.498499e-04
0.221390 1.502270e-01 7.745373e-04 1.049881e-02 2.249625e-04
0.234883 1.411345e-01 7.495498e-04 1.039469e-02 2.497999e-04
0.248876 1.334735e-01 6.495998e-04 1.025284e-02 3.499000e-04
0.263369 1.264101e-01 9.744372e-04 8.834637e-03 2.506253e-05
0.279361 1.187332e-01 5.746373e-04 8.979139e-03 7.488744e-05
0.295852 1.127146e-01 5.996248e-04 8.499960e-03 9.987494e-05
0.313344 1.064215e-01 9.744372e-04 7.441667e-03 2.506253e-05
0.332334 9.985976e-02 6.246123e-04 7.545156e-03 1.248624e-04
0.351824 9.500583e-02 6.995748e-04 6.919011e-03 2.999250e-04
0.373314 8.926778e-02 9.744372e-04 6.289504e-03 2.506253e-05
0.395303 8.401042e-02 6.745873e-04 6.499083e-03 1.748374e-04
0.418791 7.987395e-02 6.495998e-04 5.579899e-03 3.499000e-04
0.443778 7.506505e-02 8.994747e-04 5.330777e-03 3.997249e-04
0.470265 7.075403e-02 4.247124e-04 5.530714e-03 7.503752e-05
0.498751 6.711549e-02 6.495998e-04 4.664033e-03 1.498499e-04
0.528236 6.303844e-02 7.245623e-04 4.624941e-03 2.749375e-04
0.559720 5.955126e-02 9.994247e-04 4.576757e-03 7.503852e-08
0.593204 5.643809e-02 4.746873e-04 3.928716e-03 2.506253e-05
0.628686 5.305484e-02 6.495998e-04 3.996650e-03 1.498499e-04
0.666167 5.015997e-02 5.246623e-04 3.780749e-03 2.491246e-05
0.706147 4.741981e-02 1.024412e-03 3.305800e-03 2.491246e-05
0.748126 4.458555e-02 7.245623e-04 3.354864e-03 2.749375e-04
0.793104 4.227913e-02 4.746873e-04 3.045610e-03 5.248124e-04
0.840080 3.988212e-02 9.244622e-04 2.799795e-03 7.503752e-05
0.890555 3.742881e-02 8.494998e-04 2.888245e-03 1.500000e-04
0.943528 3.557592e-02 8.994747e-04 2.478569e-03 1.000250e-04
1.000000 3.345382e-02 9.244622e-04 2.362841e-03 7.503752e-05
